Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2020-03-01,51.7,18.85,16.299999999999997,3.5,8.5,2.15,2020.0,3.0,574.527,308.668,1267.0,1422.0,14622.0,850.0,2261.0,13790.0,1908800.0
2020-04-01,44.2,16.75,15.3,3.2,7.5,1.2999999999999998,2020.0,4.0,385.863,345.171,1297.0,1447.0,15227.0,850.0,1974.0,12038.0,1908800.0
2020-05-01,157.0,14.55,13.8,3.35,8.5,2.1500000000000004,2020.0,5.0,565.772,409.591,1297.0,1447.0,15227.0,850.0,1974.0,12038.0,1908800.0
2020-06-01,171.7,13.399999999999999,13.25,3.4499999999999997,11.0,1.35,2020.0,6.0,591.609,435.313,1297.0,1447.0,15227.0,850.0,1974.0,12038.0,1908800.0
2020-07-01,271.7,12.0,11.85,3.55,12.5,1.85,2020.0,7.0,619.595,501.432,1190.0,1279.0,12350.0,818.0,2322.0,13632.0,1908800.0
2020-08-01,148.7,12.75,12.55,3.9,15.5,1.55,2020.0,8.0,587.132,480.708,1190.0,1279.0,12350.0,818.0,2322.0,13632.0,1908800.0
2020-09-01,40.7,13.5,12.1,4.300000000000001,14.0,2.05,2020.0,9.0,594.759,413.518,1190.0,1279.0,12350.0,818.0,2322.0,13632.0,1908800.0
2020-10-01,82.2,16.0,14.5,3.45,5.0,2.5,2020.0,10.0,617.176,347.223,1185.0,1511.0,14534.0,803.0,2557.0,14733.0,1908800.0
2020-11-01,106.69999999999999,17.700000000000003,15.45,4.25,12.5,1.5499999999999998,2020.0,11.0,601.777,307.031,1185.0,1511.0,14534.0,803.0,2557.0,14733.0,1908800.0
2020-12-01,22.1,18.95,15.399999999999999,4.55,12.0,2.0,2020.0,12.0,598.512,303.72,1185.0,1511.0,14534.0,803.0,2557.0,14733.0,1908800.0
2021-01-01,57.8,20.45,17.4,3.9,8.5,1.55,2021.0,1.0,595.403,294.164,1176.0,1450.0,13839.0,796.0,2449.0,13992.0,1903200.0
2021-02-01,73.7,20.4,17.85,3.5,4.5,1.15,2021.0,2.0,558.262,271.243,1176.0,1450.0,13839.0,796.0,2449.0,13992.0,1903200.0
2021-03-01,56.5,19.25,16.9,3.3,5.5,1.5,2021.0,3.0,599.504,306.209,1176.0,1450.0,13839.0,796.0,2449.0,13992.0,1903200.0
2021-04-01,87.8,17.35,16.35,3.25,9.0,2.05,2021.0,4.0,586.229,317.624,1273.0,1634.0,16879.0,835.0,2532.0,15170.0,1903200.0
2021-05-01,73.5,14.65,14.15,3.3,9.5,2.25,2021.0,5.0,619.057,401.719,1273.0,1634.0,16879.0,835.0,2532.0,15170.0,1903200.0
2021-06-01,150.10000000000002,13.75,13.899999999999999,3.4,9.0,2.05,2021.0,6.0,608.353,439.96,1273.0,1634.0,16879.0,835.0,2532.0,15170.0,1903200.0
2021-07-01,136.8,11.95,11.95,3.75,13.5,2.05,2021.0,7.0,636.264,511.798,1331.0,1291.0,13949.0,869.0,2881.0,17973.0,1903200.0
2021-08-01,146.5,12.55,11.899999999999999,3.95,11.0,1.5,2021.0,8.0,578.139,501.07,1331.0,1291.0,13949.0,869.0,2881.0,17973.0,1903200.0
2021-09-01,132.9,13.600000000000001,12.7,4.3,12.5,1.7000000000000002,2021.0,9.0,517.358,444.796,1331.0,1291.0,13949.0,869.0,2881.0,17973.0,1903200.0
2021-10-01,173.6,15.649999999999999,14.9,4.25,14.0,1.9500000000000002,2021.0,10.0,560.132,385.982,1368.0,1488.0,16514.0,902.0,2938.0,19009.0,1903200.0
2021-11-01,43.2,18.45,16.5,3.4,5.0,2.05,2021.0,11.0,573.459,328.184,1368.0,1488.0,16514.0,902.0,2938.0,19009.0,1903200.0
2021-12-01,54.8,21.1,18.7,4.25,7.0,1.2,2021.0,12.0,600.481,319.988,1368.0,1488.0,16514.0,902.0,2938.0,19009.0,1903200.0
2022-01-01,21.4,21.450000000000003,17.799999999999997,4.0,6.5,1.05,2022.0,1.0,605.695,307.185,1474.0,1331.0,15933.0,966.0,2519.0,17461.0,1893500.0
2022-02-01,90.30000000000001,22.15,20.35,4.050000000000001,8.0,2.1500000000000004,2022.0,2.0,582.852,292.317,1474.0,1331.0,15933.0,966.0,2519.0,17461.0,1893500.0
2022-03-01,130.2,20.25,17.25,3.8000000000000003,8.0,1.25,2022.0,3.0,620.258,315.242,1474.0,1331.0,15933.0,966.0,2519.0,17461.0,1893500.0
2022-04-01,147.2,18.1,16.75,3.4,10.0,2.05,2022.0,4.0,555.466,317.982,1529.0,1493.0,18528.0,1025.0,2478.0,18232.0,1893500.0
2022-05-01,146.0,15.399999999999999,14.7,3.15,6.0,2.1500000000000004,2022.0,5.0,578.928,389.53,1529.0,1493.0,18528.0,1025.0,2478.0,18232.0,1893500.0
